"gene","18-F-50","18-F-51","18-M-52","18-M-53","21-F-54","21-F-55","24-M-58","24-M-59","24-M-60","24-M-61","3-F-56","3-F-57"
"Prelp",1682,1081,5603,5897,4761,5106,3116,4083,2232,2298,5566,4576
"Fmod",8687,5408,24352,26190,18623,17958,11420,13963,7903,10134,21294,24778
"Btg2",1225,878,4073,3984,4182,5896,6012,6337,4360,3996,4776,4480
"Chi3l1",33,39,99,40,57,114,27,10,2,25,101,30
"Mybph",16,0,10,8,11,7,1,0,4,1,7,17
"Adora1",2,3,0,0,4,1,0,2,2,4,2,5
"Ppfia4",0,2,10,7,9,4,1,4,4,4,3,6
"Tmem183a",64,42,241,170,177,222,163,180,154,130,166,166
"Cyb5r1",15,27,125,95,84,102,51,66,42,47,60,87
"Adipor1",176,138,578,543,480,586,400,529,305,304,449,481
"Klhl12",9,13,52,31,29,44,36,48,27,23,26,33
"Rabif",25,16,75,67,67,78,68,62,42,36,39,65
"Kdm5b",19,20,59,52,83,118,76,75,38,40,93,96
"Ppp1r12b",6,2,10,4,18,16,27,30,14,9,23,11
"Arl8a",98,73,422,325,282,317,241,319,147,189,209,250
"Rnpep",19,24,125,156,94,117,113,137,65,43,87,93
"Timm17a",95,64,484,350,330,386,343,365,209,182,292,305
"Lmod1",2,3,1,1,1,3,2,1,2,1,1,0
"Shisa4",20,11,19,34,13,22,18,16,9,15,28,27
"Ipo9",31,21,111,115,68,74,75,82,36,36,68,61
"Nav1",143,107,672,543,585,639,573,692,401,394,506,516
"Csrp1",202,162,563,773,447,572,384,510,351,289,572,451
"Phlda3",130,80,283,457,297,405,186,265,158,154,350,346
"Tmem9",62,61,199,208,186,245,180,259,113,110,189,215
"Kif21b",1,3,4,4,4,9,7,8,6,6,6,2
"Camsap2",32,27,145,102,83,114,81,95,50,57,74,90
"Ddx59",5,2,16,16,15,10,11,10,18,8,8,15
"Zfp281",79,69,227,174,220,237,252,261,176,138,192,201
"Gm19705",9,5,21,15,14,25,18,23,10,8,30,23
"Ptprc",1,2,6,8,3,12,2,16,11,4,8,7
"Nek7",39,35,116,100,171,190,163,188,104,78,149,134
"2310009B15Rik",58,42,406,297,210,207,207,227,145,103,183,184
"Dennd1b",17,7,71,48,40,34,46,35,38,26,34,30
"Zbtb41",13,9,61,63,46,49,44,37,32,33,46,55
"Cfh",233,209,1934,1523,1055,973,1301,1164,765,575,644,408
"Kcnt2",1,3,16,21,17,21,21,17,17,10,12,9
"Cdc73",11,16,66,52,50,45,54,43,38,28,50,42
"Glrx2",46,36,292,234,180,216,155,200,98,101,179,173
"Trove2",38,28,89,100,136,144,112,116,75,58,95,84
"Uchl5",28,24,113,102,96,106,107,103,61,43,74,76
"Rgs2",54,38,471,204,156,266,280,307,244,129,274,201
"Rgs1",3,0,8,8,3,6,12,28,12,4,14,7
"Pla2g4a",25,26,150,155,146,167,178,186,75,65,101,114
"7530420F21Rik",4,4,15,8,23,23,27,37,13,25,28,10
"Ptgs2",292,187,1453,978,1625,1675,2387,2542,1443,1608,838,657
"BC003331",45,35,139,119,162,188,203,245,89,105,163,163
"Tpr",85,65,235,174,404,480,425,560,284,220,333,419
"Prg4",1079,795,7049,4655,3800,3775,3213,3487,2233,1650,3799,3656
"Hmcn1",14,21,47,43,73,54,53,62,27,22,65,61
"Ivns1abp",137,110,581,346,382,440,312,355,211,201,352,328
"1200016B10Rik",42,40,102,74,127,244,168,206,86,89,120,113
"1190005F20Rik",14,12,41,57,43,41,35,41,20,24,26,35
"Rnf2",74,51,236,203,226,275,284,307,164,140,192,210
"Fam129a",49,23,86,90,183,154,214,203,103,78,139,148
"Edem3",19,18,65,78,57,71,54,55,34,27,54,48
"1700025G04Rik",64,55,180,170,255,250,175,243,80,107,249,309
"Tsen15",28,21,181,158,115,193,109,131,95,65,101,101
"Glt25d2",18,21,62,105,96,107,80,79,41,49,135,103
"Rgl1",76,69,321,256,227,267,223,281,144,147,272,223
"Arpc5",286,218,1189,1017,874,1006,827,979,541,504,787,807
"Ncf2",3,1,10,4,0,10,6,4,5,3,5,2
"Smg7",28,31,168,110,81,110,77,97,55,66,81,94
"Nmnat2",4,5,15,12,5,11,4,3,6,3,4,2
"Lamc2",49,33,169,148,125,148,105,126,77,75,172,151
"Lamc1",320,227,2396,1936,1186,1140,1022,1159,674,543,1303,1216
"Dhx9",49,34,151,117,129,143,98,116,75,58,104,98
"Npl",0,2,8,0,6,4,6,5,1,3,4,4
"Rgs16",94,61,201,135,142,346,155,136,194,223,217,320
"Rnasel",10,2,23,20,20,14,23,28,18,19,23,9
"Glul",1443,985,6155,3343,5014,6476,5441,7515,3598,3414,3554,3714
"Ier5",1319,1086,6731,4819,5390,7463,6383,6444,4492,3959,4713,3887
"Mr1",7,9,35,34,32,38,36,43,20,19,23,25
"Stx6",58,37,225,158,144,161,107,142,91,81,107,115
"Xpr1",24,15,100,75,64,73,60,59,47,31,66,63
"Acbd6",64,43,529,370,293,347,245,284,167,166,235,218
"Qsox1",72,53,295,271,194,253,156,222,100,123,192,229
"Cep350",9,8,28,28,48,55,41,53,26,24,38,36
"Tor1aip1",207,141,623,441,591,815,646,738,446,424,584,574
"Tor1aip2",98,79,403,326,331,361,288,377,196,193,323,308
"Soat1",17,23,115,116,89,70,75,96,41,42,50,60
"Abl2",81,59,260,202,236,282,149,177,100,86,213,209
"Tor3a",39,49,249,194,136,189,135,178,84,96,147,130
"Fam20b",24,14,87,69,71,87,49,69,36,31,73,85
"Ralgps2",16,3,15,15,25,21,25,25,5,18,14,18
"Angptl1",311,244,724,1197,1450,1658,1375,1347,552,486,1446,1846
"Rasal2",7,12,45,31,42,43,28,40,25,14,30,32
"2810025M15Rik",40,22,174,162,120,164,111,123,85,76,122,100
"BC026585",1,3,4,4,2,12,4,3,4,5,9,6
"Sec16b",12,5,96,81,34,37,41,39,21,14,37,34
"Pappa2",12,4,58,38,29,54,25,48,22,41,29,39
"Rfwd2",59,52,269,205,119,125,96,173,51,65,107,215
"4930523C07Rik",158,118,457,355,618,721,752,848,326,369,467,458
"Mrps14",123,99,752,644,532,520,478,513,286,224,402,492
"Cacybp",113,96,404,423,435,530,416,461,207,217,312,327
"Rabgap1l",45,37,116,125,181,191,156,153,99,71,145,169
"Rc3h1",51,58,200,152,185,216,137,141,111,99,164,154
"Zbtb37",1,0,8,1,2,4,6,9,3,5,3,1
"Gas5",1063,791,4180,3204,3646,4341,2791,3586,2023,1847,2934,2843
"Dars2",2,3,21,15,13,15,7,22,3,8,14,12
"Cenpl",9,10,54,57,46,61,43,56,17,24,33,41
"Klhl20",7,7,40,38,21,29,28,25,16,11,20,20
"Prdx6",276,168,1651,1131,941,1240,1181,1434,719,621,796,856
"AI848100",64,40,146,91,143,190,136,168,90,96,118,98
"Pigc",18,14,65,76,35,48,39,58,21,22,48,45
"Dnm3",20,11,47,34,50,68,39,67,36,25,59,60
"2810442N19Rik",0,1,5,5,2,3,2,5,3,4,6,6
"Dnm3os",31,33,93,88,110,142,102,140,69,74,121,113
"Mettl13",6,3,33,22,15,18,13,14,6,6,15,9
"Vamp4",15,17,48,37,45,54,45,57,43,33,56,51
"Myoc",2967,1791,8002,9736,12741,13878,11595,12789,4319,4657,6003,7065
"Prrc2c",135,117,322,214,642,638,525,718,372,323,468,442
"Fmo1",62,65,280,261,165,251,254,284,134,139,194,219
"Fmo2",19,1,28,18,57,104,73,82,56,47,36,58
"Prrx1",179,126,573,500,696,812,598,707,355,349,622,543
"Gorab",7,8,30,33,27,31,32,36,22,26,21,31
"Kifap3",43,31,131,132,159,213,168,215,100,91,152,153
"Scyl3",5,8,38,42,18,24,25,27,20,16,22,28
"2810422O20Rik",1,0,9,8,3,10,4,9,2,3,4,7
"Sele",3,1,3,0,3,11,4,3,1,6,15,3
"Sell",0,0,4,0,1,2,1,4,5,1,9,2
"Selp",45,27,75,23,99,113,35,45,47,46,116,17
"Slc19a2",7,4,46,22,37,38,24,20,10,17,13,37
"4930455F23Rik",5,2,14,10,18,18,12,17,10,7,21,11
"Blzf1",18,12,73,60,49,52,48,53,29,27,41,44
"Nme7",9,6,35,39,33,37,40,43,26,16,28,33
"Atp1b1",11,9,14,17,54,61,19,29,8,11,47,45
"Dpt",1537,1271,5806,4996,6953,7126,4231,5760,1867,2114,5422,5443
"LOC433374",1,0,1,1,5,8,2,4,3,1,6,2
"Sft2d2",21,28,70,72,98,70,44,50,34,38,52,74
"Tiprl",88,58,298,283,308,388,331,405,194,171,264,247
"Dcaf6",29,20,76,72,75,95,89,85,58,46,69,74
"Brp44",214,163,1200,1021,863,944,681,828,456,406,742,775
"Mpzl1",47,47,228,224,147,191,160,165,104,79,217,210
"Rcsd1",6,0,23,22,11,16,28,24,11,7,21,12
"Creg1",130,83,566,456,483,545,548,547,324,250,393,407
"Cd247",2,1,0,5,1,1,8,3,4,2,11,3
"Pou2f1",23,19,81,55,59,76,73,69,46,41,76,59
"Ildr2",43,35,105,98,128,136,113,178,60,67,51,70
"Tada1",32,19,105,88,75,75,81,87,52,46,71,75
"Pogk",42,25,91,61,80,94,64,100,55,59,77,77
"Fam78b",6,5,50,33,18,18,15,19,5,7,17,12
"Uck2",23,15,103,53,60,41,39,54,36,18,68,44
"Tmco1",163,116,734,655,607,716,513,588,329,315,561,565
"Aldh9a1",38,23,83,81,89,94,137,156,90,55,75,76
"Mgst3",85,57,164,201,251,272,214,197,89,84,216,235
"Rxrg",2,1,5,8,8,6,13,12,6,7,7,17
"Lmx1a",11,9,35,26,49,57,30,40,23,22,41,33
"Pbx1",111,79,240,192,309,337,288,284,163,170,242,215
"Rgs5",16,8,16,7,10,22,19,21,30,15,13,17
"Rgs4",18,20,20,8,20,20,40,24,74,21,7,6
"Hsd17b7",20,25,59,45,103,107,72,105,53,35,49,53
"3110045C21Rik",0,2,12,8,3,6,10,11,3,7,7,3
"Ddr2",290,215,1170,878,1049,1162,770,1131,485,551,769,792
"Uap1",1573,1057,7867,4842,8418,10435,11066,12060,4989,3819,4981,4108
"Uhmk1",2,2,7,6,2,1,4,5,1,3,3,1
"Gm7694",2,2,6,4,5,9,3,5,8,1,3,7
"Nos1ap",2,3,14,8,11,16,16,20,16,10,10,7
"Olfml2b",133,132,447,668,588,592,584,757,252,258,574,738
"Atf6",36,41,145,130,129,153,109,128,63,59,104,100
"Dusp12",13,7,110,93,67,60,32,76,32,23,33,66
"Fcrla",0,1,0,0,1,1,1,4,6,2,6,1
"Fcgr2b",2,2,9,10,7,7,3,7,2,6,10,1
"Fcgr3",2,4,17,15,14,6,12,18,5,4,11,8
"1700009P17Rik",2,1,4,5,8,2,2,2,2,3,3,3
"Sdhc",79,61,449,403,317,346,291,324,188,162,253,266
"Mpz",43,49,6,6,2,9,30,3,4,1,1,5
"Pcp4l1",21,15,11,15,26,66,18,25,14,32,26,16
"Tomm40l",24,22,141,120,75,75,68,86,39,45,78,72
"Apoa2",6,4,2,1,3,10,5,2,2,0,13,7
"Fcer1g",9,10,124,128,51,64,78,112,31,42,53,31
"Ndufs2",152,104,649,588,474,579,575,588,304,266,389,410
"Adamts4",90,64,412,263,264,377,398,371,361,210,243,200
"B4galt3",17,15,62,74,68,84,61,78,57,54,48,52
"Ppox",34,15,84,70,64,85,74,106,51,54,59,75
"Usp21",35,20,163,130,131,65,62,68,79,76,105,108
"Ufc1",125,87,740,737,516,528,448,533,259,257,545,530
"Dedd",16,24,103,92,48,79,51,84,41,49,56,59
"Nit1",12,10,67,64,39,56,27,35,13,23,45,45
"Pfdn2",209,158,1080,709,751,923,837,845,485,436,642,588
"Klhdc9",2,4,6,6,7,8,7,7,8,1,5,7
"Usf1",7,10,43,44,48,46,29,47,31,22,44,42
"F11r",49,22,34,27,42,72,38,47,30,32,38,50
"Alyref2",18,11,30,34,35,47,47,46,37,22,34,40
"Cd48",0,0,0,3,1,1,2,8,3,5,4,4
"Vangl2",5,3,12,17,18,24,13,13,11,3,8,19
"Ncstn",71,49,352,301,232,234,214,249,132,116,197,225
"Copa",128,114,680,636,540,543,454,559,280,211,455,441
"Pex19",61,46,245,202,150,217,210,218,125,116,177,185
"Dcaf8",70,38,246,201,174,228,183,218,123,112,186,190
"Pea15a",259,195,890,851,675,843,524,682,427,440,663,753
"Casq1",3,5,0,1,2,2,4,3,0,2,3,2
"Atp1a2",136,101,130,145,216,277,241,269,130,163,226,234
"Igsf8",135,106,908,692,443,499,496,639,349,239,346,339
"Pigm",5,7,46,35,24,30,26,24,20,11,19,30
"Tagln2",862,587,4654,4302,3889,4323,2807,3385,2007,1803,2993,2967
"Ccdc19",7,3,26,10,13,15,8,9,5,6,5,4
"Slamf8",3,3,13,4,6,12,0,9,3,4,5,6
"Dusp23",18,15,78,93,62,47,33,60,18,26,53,60
"Darc",91,91,499,302,344,361,199,310,144,167,195,240
"Cadm3",238,189,994,698,705,856,569,798,390,417,430,496
"Pydc3",2,5,15,0,4,7,5,9,6,2,11,5
"AI607873",372,272,1515,938,2003,2414,1922,2124,1198,940,1478,1387
"Ifi204",330,268,1730,1155,1591,2442,2397,2588,1339,966,1257,1055
"Mndal",165,132,683,440,848,1079,863,1129,549,583,645,653
"Mnda",624,494,1330,889,2705,3941,3264,3286,1827,1162,1790,1399
"Ifi203",442,325,1491,890,2024,3032,2356,3098,1722,1634,1335,1478
"Ifi202b",0,3,0,0,0,8,2,0,1,0,6,8
"Ifi205",1882,1470,5068,2959,8412,9912,9089,10273,4300,3099,5047,4125
"Spna1",2,0,10,6,11,6,2,1,0,2,4,4
"Fmn2",5,4,8,2,11,4,12,8,4,5,5,5
"Grem2",56,33,68,48,140,122,53,64,39,33,75,80
"Rgs7",5,4,8,3,25,27,6,9,1,2,12,11
"Fh1",39,29,241,249,199,221,205,254,84,101,175,148
"Opn3",19,3,26,20,26,29,30,31,13,13,24,28
"Chml",5,4,17,10,25,16,15,16,6,10,12,16
"Pld5",2,0,2,3,1,3,2,15,2,4,4,2
"Cep170",48,35,135,145,165,166,150,180,96,77,123,119
"Sdccag8",15,14,48,50,60,65,75,53,35,32,63,50
"Hmga2-ps1",1,1,14,18,7,15,12,12,8,5,14,4
"Akt3",23,15,110,74,68,79,62,71,59,46,56,55
"Zfp238",5,5,13,12,13,10,8,5,4,6,12,8
"Adss",85,77,364,274,271,277,240,308,159,128,246,268
"Pppde1",52,60,229,198,236,295,242,281,131,112,210,205
"Fam36a",144,91,492,447,473,569,454,555,302,284,424,479
"Hnrnpu",316,246,1243,858,1274,1453,1273,1309,736,635,827,840
"Efcab2",3,2,17,12,13,10,10,10,7,7,9,10
"Smyd3",9,10,50,56,52,59,62,62,30,32,37,26
"Tfb2m",22,8,85,50,70,79,47,51,36,34,49,50
"Cnst",10,11,22,21,19,33,21,29,21,11,23,25
"Sccpdh",28,14,75,88,79,72,69,95,44,38,68,93
"Ahctf1",51,59,214,103,166,123,130,136,81,69,117,126
"Cdc42bpa",48,32,149,135,128,138,108,118,49,74,138,134
"Adck3",11,1,35,25,15,16,13,20,8,8,26,13
"Psen2",25,21,70,97,101,107,69,126,44,47,78,87
"Gm5069",14,12,20,35,42,40,19,40,23,22,42,28
"Itpkb",3,6,6,5,14,15,9,16,8,3,7,6
"Parp1",3,12,42,37,44,51,22,41,21,22,29,26
"Lin9",2,3,16,9,10,10,14,16,9,14,11,8
"Acbd3",62,55,236,169,212,218,198,242,115,117,175,195
"H3f3a",1009,684,7545,6176,4861,5541,4074,4635,2828,2661,4291,4177
"BC031781",191,112,526,369,695,887,813,789,431,422,522,470
"Pycr2",22,18,169,153,115,108,110,119,63,48,79,88
"Lefty1",14,15,86,107,60,80,55,92,40,35,62,77
"Tmem63a",72,41,154,201,187,256,190,214,117,107,182,192
"Ephx1",87,69,288,305,330,378,302,340,184,138,267,248
"Nvl",8,8,25,28,43,39,27,62,23,8,35,31
"Cnih4",99,59,525,425,349,393,321,373,206,183,265,289
"Wdr26",92,68,314,236,281,292,233,327,142,167,271,301
"Lbr",43,25,156,99,140,186,159,205,108,96,109,127
"Enah",4,4,16,11,19,21,18,38,17,8,32,36
"Srp9",230,186,1574,1215,963,1084,751,896,536,488,815,847
"Degs1",265,191,1045,844,937,1089,900,984,475,491,694,679
"1700047M11Rik",0,2,0,5,2,4,4,9,2,0,0,2
"Fbxo28",27,13,118,105,86,94,90,120,53,50,88,87
"Trp53bp2",31,33,175,107,135,160,118,139,71,79,111,105
"Capn2",221,152,945,878,739,802,592,756,409,357,608,649
"Disp1",18,12,49,49,61,69,55,63,39,28,40,45
"Brox",35,20,146,110,123,174,98,146,86,62,86,120
"Aida",123,82,489,474,434,446,300,408,193,204,340,359
"Mia3",101,76,463,381,352,369,327,382,203,189,272,316
"Taf1a",5,8,22,25,11,28,23,35,14,6,15,9
"1700056E22Rik",3,1,7,8,1,5,3,3,2,3,1,5
"Dusp10",54,37,259,174,139,228,195,227,107,133,133,142
"Hlx",41,12,114,71,63,71,107,117,50,45,59,75
"Mosc2",137,85,708,570,553,644,588,697,375,304,414,439
"C130074G19Rik",15,10,8,11,7,12,12,10,6,8,6,4
"Mark1",4,6,19,12,15,4,8,5,8,4,11,9
"Rab3gap2",17,16,80,79,57,70,54,56,33,39,47,60
"Iars2",17,14,76,72,60,85,85,90,38,33,68,61
"Bpnt1",18,11,107,93,84,100,122,100,60,50,66,84
"Eprs",93,90,374,299,444,409,527,622,257,254,383,408
"Lyplal1",10,6,39,34,26,33,18,18,12,12,21,20
"Tgfb2",130,83,292,211,486,504,573,573,304,204,387,341
"Rrp15",54,31,408,200,184,194,160,161,104,113,109,117
"Gpatch2",3,4,23,20,18,19,18,21,19,13,21,18
"Kctd3",15,17,69,62,55,59,46,54,29,42,62,45
"Kcnk2",41,23,98,108,127,157,144,138,102,62,98,136
"Cenpf",8,4,1,12,3,1,0,3,2,4,0,0
"Ptpn14",20,9,35,37,44,40,23,25,19,25,41,33
"Smyd2",55,35,281,191,149,179,150,171,90,99,122,167
"Rps6kc1",8,5,57,55,34,48,40,40,20,21,28,40
"Angel2",34,23,128,98,119,138,95,129,69,54,96,117
"Vash2",4,2,13,15,10,14,12,7,6,8,9,10
"Mfsd7b",38,24,132,71,93,121,83,89,72,55,80,59
"Tatdn3",7,12,32,32,34,23,28,32,19,14,23,26
"Batf3",1,1,23,5,6,15,11,8,10,7,7,13
"Fam71a",2,3,1,2,8,7,10,14,9,12,6,13
"Atf3",1489,1085,3937,4479,5525,7166,6241,6306,4468,3835,5340,5214
"Nenf",710,591,3809,3453,2805,3062,2187,2551,1415,1305,2347,2518
"Tmem206",6,5,19,23,13,24,8,25,7,12,16,20
"Ppp2r5a",95,55,300,284,212,218,182,220,127,121,151,212
"Ints7",1,3,9,7,9,8,9,7,5,8,9,8
"Lpgat1",70,67,312,201,262,280,207,277,152,152,163,180
"Slc30a1",7,6,31,32,25,25,14,33,15,12,17,26
"Rcor3",11,8,17,16,37,32,36,54,32,25,25,22
"Gm10516",4,2,6,8,5,6,4,6,4,4,6,5
"Hhat",5,5,29,32,16,10,12,17,7,5,12,14
"Sertad4",22,12,30,60,65,69,42,74,30,28,69,57
"Diexf",5,3,37,21,26,22,24,29,15,7,28,12
"Irf6",4,4,3,1,0,0,0,0,0,0,0,0
"A130010J15Rik",1,2,16,15,6,7,4,9,9,8,6,7
"Hsd11b1",157,110,2218,1746,902,1050,2303,2105,1140,858,616,666
"G0s2",113,35,225,414,231,248,431,390,274,211,210,507
"Lamb3",8,4,1,1,15,6,2,8,2,4,9,2
"Plxna2",24,8,21,27,72,74,38,52,32,42,53,49
"Cd34",1187,985,3748,4400,4769,5331,4198,5103,2132,2092,4234,3989
"Cr1l",96,67,461,388,455,499,517,552,242,201,340,286
"Ppp1r14c",0,2,3,8,4,9,3,3,1,4,4,3
"Plekhg1",12,8,17,26,30,43,20,24,20,16,21,19
"Mthfd1l",2,4,22,7,11,6,15,6,11,3,4,8
"Akap12",156,126,285,301,559,643,624,622,280,335,404,405
"Zbtb2",50,42,100,81,122,157,113,135,68,67,102,117
"Gm5512",2,2,2,0,1,6,0,4,2,1,6,3
"1700052N19Rik",2,4,27,24,23,22,16,21,12,9,17,13
"Gm221",1,0,7,5,2,7,6,9,1,3,6,2
"Esr1",7,6,14,11,9,11,16,14,5,11,18,20
"Syne1",46,35,157,107,185,199,122,131,94,109,137,131
"Myct1",5,2,17,14,13,32,14,18,9,20,11,21
"Fbxo5",2,0,5,6,2,6,7,8,7,7,4,5
"Mtrf1l",6,6,25,30,33,32,45,23,21,13,28,23
"Rgs17",3,3,32,19,30,31,31,18,18,5,29,27
"Cnksr3",16,14,82,50,48,64,52,44,46,40,44,62
"Lrp11",1,4,10,10,10,14,3,5,2,3,7,5
"Pcmt1",75,76,366,323,311,366,254,341,208,176,315,315
"A630066F11Rik",1,3,12,10,3,2,7,4,5,1,2,8
"Nup43",5,4,22,21,16,15,14,16,17,11,10,15
"BC020402",1,2,3,3,8,6,3,3,3,2,3,4
"Lats1",44,38,200,147,151,140,101,131,91,75,106,143
"Katna1",62,62,286,202,307,471,324,326,194,177,246,207
"BC013529",227,156,708,710,752,910,792,862,475,460,659,636
"Ppil4",32,13,97,72,141,129,136,148,70,75,90,90
"Tab2",55,45,200,177,202,233,136,196,117,84,175,149
"Ust",51,26,282,180,119,137,138,134,92,89,131,107
"Sash1",222,180,686,605,941,899,863,1014,561,498,865,737
"Stxbp5",20,17,102,72,83,73,69,78,42,49,66,52
"Rab32",28,31,124,98,81,75,56,102,32,38,54,45
"Shprh",2,1,17,14,16,16,12,11,10,6,12,15
"Fbxo30",133,96,390,293,325,485,353,408,214,236,304,276
"Utrn",104,72,271,215,317,324,258,324,147,188,272,226
"B230208H11Rik",3,2,13,13,23,23,16,10,11,10,11,20
"Stx11",210,171,772,508,669,828,536,720,400,392,559,518
"Sf3b5",112,81,779,700,405,434,341,414,271,170,411,453
"Plagl1",56,39,183,118,187,253,132,138,93,73,150,168
"Ltv1",25,31,196,143,151,187,114,139,90,50,97,117
"Phactr2",116,98,254,244,327,380,300,326,207,156,300,269
"Fuca2",14,10,70,57,40,47,57,67,22,32,47,50
"Pex3",24,14,101,97,112,119,105,111,44,54,86,86
"Adat2",3,4,12,18,10,10,10,11,5,4,13,10
"Aig1",24,21,52,38,77,94,66,82,66,35,73,86
"Hivep2",98,108,284,221,319,340,208,249,147,177,214,224
"Gpr126",4,3,5,2,3,4,2,8,2,5,4,6
"Vta1",38,31,165,148,130,140,140,158,79,77,87,113
"Cited2",93,89,321,268,356,381,334,434,205,169,242,223
"Heca",11,14,49,33,33,44,14,29,13,14,23,20
"3110003A17Rik",64,45,719,532,356,300,316,386,195,173,297,289
"Reps1",22,16,111,53,43,67,55,46,28,25,40,48
"Ccdc28a",6,5,23,24,14,22,14,21,8,4,11,9
"Nhsl1",16,16,84,98,116,111,76,108,68,60,70,67
"Hebp2",32,21,79,112,96,97,56,76,30,29,107,133
"D10Bwg1379e",3,2,2,1,4,0,1,3,3,1,2,5
"Perp",34,18,21,20,33,37,34,24,20,14,47,18
"Tnfaip3",185,126,634,400,675,687,725,917,500,431,553,496
"Ifngr1",363,241,2923,2189,1187,1277,1320,1625,778,600,1141,1151
"Il22ra2",0,3,75,26,9,11,2,5,7,2,20,3
"Pex7",26,17,107,98,103,122,116,108,58,50,93,78
"Map3k5",16,19,101,68,74,115,56,67,35,37,58,53
"Mtap7",16,14,20,14,27,39,37,38,29,16,40,19
"Gm6251",62,45,114,89,144,184,92,114,80,57,235,155
"Bclaf1",123,80,313,222,415,494,521,544,321,282,396,396
"Fam54a",3,0,4,1,11,13,6,6,5,6,3,2
"Pde7b",1,5,6,6,12,14,10,16,5,7,18,13
"Ahi1",13,21,103,70,113,112,94,105,81,54,84,87
"Hbs1l",54,24,195,152,157,188,151,175,87,92,149,144
"Sgk1",492,332,2999,1798,1225,1681,1707,1467,960,640,1057,1313
"E030030I06Rik",0,1,13,6,6,1,4,6,7,4,3,3
"Slc2a12",2,2,6,7,8,9,8,11,2,6,6,9
"Tbpl1",68,50,274,166,192,240,201,202,136,100,169,178
"Tcf21",0,0,6,1,52,3,2,4,0,5,17,0
"Eya4",2,3,9,6,11,20,13,21,4,3,11,16
"Rps12",1932,1375,41262,31190,15979,15857,9076,11893,9262,8122,11504,11270
"Snora33",2,1,43,28,18,13,13,20,14,6,20,15
"1110021L09Rik",11,13,49,48,34,52,32,33,15,13,28,27
"Vnn1",4,0,2,7,16,30,10,12,8,8,16,11
"Stx7",106,66,308,342,303,371,278,352,209,187,276,285
"Moxd1",28,12,16,14,50,24,23,18,9,28,18,13
"Ctgf",564,375,2056,1170,1444,907,855,1100,584,698,1389,1052
"Enpp1",23,19,114,109,88,86,59,51,32,45,90,67
"Enpp3",6,4,18,25,39,57,40,47,19,14,42,45
"Med23",3,7,17,28,23,18,10,20,13,6,21,23
"Akap7",18,17,49,53,55,38,66,62,25,27,51,47
"Epb4.1l2",194,133,693,619,689,756,478,663,321,347,557,560
"Tmem200a",4,7,6,3,9,11,9,6,3,5,17,13
"L3mbtl3",2,2,4,6,10,14,11,11,7,9,7,9
"Arhgap18",25,16,64,72,98,91,74,118,41,62,75,76
"Lama2",190,126,1295,1072,746,826,743,890,463,385,793,728
"Ptprk",21,25,59,42,54,52,32,54,31,36,42,48
"9330159F19Rik",2,3,50,45,7,6,35,42,22,15,5,11
"Echdc1",11,10,46,50,40,27,35,51,29,16,31,50
"Rnf146",51,52,204,144,195,222,176,192,115,134,152,164
"Rspo3",6,3,22,26,42,25,28,43,30,17,34,44
"Cenpw",6,2,33,29,18,23,11,21,13,12,18,20
"Trmt11",8,10,34,42,33,35,40,45,21,19,21,39
"Gm20300",3,3,26,16,12,11,13,12,9,2,25,26
"Hint3",9,4,64,72,47,52,46,37,27,18,44,45
"Ncoa7",43,38,153,149,162,185,165,202,106,108,169,168
"Hddc2",15,8,140,112,52,70,120,134,81,51,52,55
"Tpd52l1",0,2,28,41,0,4,29,28,13,16,12,8
"Gm3258",4,3,10,5,13,18,9,10,12,3,18,23
"Rnf217",15,6,72,34,37,27,39,35,24,23,23,30
"Clvs2",3,0,0,0,13,5,0,0,0,0,1,1
"Zufsp",12,4,20,23,31,38,41,40,24,19,43,24
"A830082N09Rik",2,1,1,0,3,5,1,7,2,1,2,3
"Rwdd1",124,114,850,691,629,578,439,544,303,265,526,555
"Fam26e",23,27,125,109,99,105,72,98,69,57,114,82
"Fam26f",14,5,35,20,29,40,39,35,22,21,26,16
"Dse",119,88,475,359,316,359,297,350,239,206,327,338
"Tspyl1",49,36,240,230,167,200,189,225,134,115,171,187
"Tspyl4",7,6,17,23,32,15,24,33,20,23,29,18
"Nt5dc1",8,11,50,51,45,41,46,54,34,26,38,40
"Frk",15,9,22,30,35,29,30,40,14,23,33,40
"Hdac2",98,64,364,290,337,363,269,308,207,166,281,312
"Marcks",775,673,2064,2227,2369,2465,2234,3046,1027,1292,2189,2564
"Lama4",154,110,618,584,452,551,445,553,266,256,438,438
"1700025K23Rik",9,7,38,36,27,37,25,23,22,17,29,34
"Fyn",145,134,468,479,609,619,419,650,317,267,441,391
"Traf3ip2",25,22,125,86,68,108,70,98,60,42,74,51
"E130307A14Rik",8,10,30,30,20,24,36,37,25,18,36,36
"Rev3l",24,10,60,44,57,87,53,73,39,55,71,44
"Slc16a10",11,5,57,45,38,55,39,47,37,27,26,25
"Rpf2",19,8,108,80,77,103,64,96,35,39,54,61
"Gtf3c6",23,15,115,122,96,99,80,99,50,39,95,101
"Amd1",6,11,8,8,22,30,18,21,17,11,9,18
"Cdk19",29,13,97,67,76,91,55,70,56,43,44,55
"9030224M15Rik",20,18,53,44,64,77,41,42,13,25,69,53
"Cdc40",14,12,55,45,61,87,67,82,40,20,54,49
"Wasf1",14,7,42,42,41,35,21,19,14,21,36,27
