gene_symbol,module,direction,source_type,source_id,source_version,source_url,rationale,included,exclusion_reason
Cd81,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Cd82,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Cdh13,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Cdk5r1,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Cdkn1a,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Cdkn2a,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Cdkn2aip,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Cdkn2b,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Cebpa,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Cgrrf1,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Clca2,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Coq8a,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Csrnp2,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Ctsd,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Ctsf,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Cyfip2,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Dcxr,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Ddb2,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Ddit3,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Ddit4,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Def6,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Dgka,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Dnttip2,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Dram1,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Ei24,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Elp1,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Epha2,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Ephx1,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Eps8l2,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Ercc5,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
F2r,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Fam162a,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Fas,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Fbxw7,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Fdxr,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Fgf13,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Fos,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Foxo3,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Fuca1,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Gadd45a,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Gls2,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Gm2a,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Gpx2,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
H1f2,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
H2ac25,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
H2aj,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Hbegf,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Hdac3,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Hexim1,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Hint1,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Hmox1,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Hras,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Hspa4l,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Ier3,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Ier5,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Ifi30,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Il1a,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Inhbb,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Ip6k2,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Irag2,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Irak1,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Iscu,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Itgb4,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Jag2,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Jun,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Kif13b,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Klf4,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Klk8,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Krt17,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Ldhb,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Lif,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Mapkapk3,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Mdm2,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Mknk2,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Mxd1,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Mxd4,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Ndrg1,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Nhlh2,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Ninj1,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Nol8,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Notch1,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Nudt15,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Nupr1,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Osgin1,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Pcna,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Pdgfa,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Perp,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Phlda3,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Pidd1,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Pitpnc1,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
Plk2,p53_response,1,Mouse_MSigDB_native_hallmark,HALLMARK_P53_PATHWAY,2026.1.Mm,http://www.broadinstitute.org/gsea/msigdb/cards/HALLMARK_P53_PATHWAY,Mouse genes annotated to HALLMARK_P53_PATHWAY based on orthology mappings provided by the Alliance Genome Consortium,True,
